Geneid	AY31	AY32	AY33	AY34	AY35	AY36	AY37	AY38	AY39	AY40	AY41	AY42 	AY1	AY2	AY3	AY4	AY5	AY6	AY7	AY8	AY9	AY10	AY11	AY12
YJR076C	377	398.77	361	429	594.42	517.6	541.25	454.25	436.78	477.17	491.67	357	269	755.17	341.06	376.57	590.55	522	510.17	677.17	149	243	230	385.17
YJL217W	0.75	0	0.06	0.5	0	0	0.1	0.27	0	0	0	0.83	0	0.5	0.5	0	0.79	0.25	0	0.25	0.07	1	0	0
YJR059W	1576.75	1124.43	1593.4	1420.16	3026.24	2195.55	2907.02	2138.03	1933.31	1715.06	2040.04	1215.53	967.71	2378.78	923.78	973.31	2463.33	2273.65	2250.21	3187.98	699.58	1057.41	629.93	971.32
YJR124C	245.75	123.61	233.62	111.33	388.12	277.42	331.75	237.58	268.62	164.5	260	116.55	135	446.5	113	91.5	335	357.05	366.67	560.58	122	150.5	65	152
YJL143W	1170.62	796.59	1269	903.06	2004.62	1617.4	1839	1522.2	1506.5	1076.67	1564.55	893.44	849.12	2031.58	794.75	895.71	1828.33	1348.66	1766.25	1993.71	1070.5	1183.5	827.42	1239.58
YJL059W	157.63	130.89	198.29	176.67	354.08	317.28	375.75	278.33	229.3	200.84	263.11	161.71	93.28	275.54	121.21	153.73	295.07	299.55	333.04	473.53	92.5	148.5	107.28	200.5
YJR078W	152	347.83	155.56	488.92	376.56	713.21	317.83	594.29	199.03	613.29	252.72	565.65	110.79	232.69	326.75	394.5	349.97	202.5	702.31	524	113.75	114.16	370.72	518.21
tM(CAU)J2	2	0	1	1.43	1.25	0.2	2.5	2	2.25	4	1.25	0	1.25	5	1	0	0	0	2	4.52	0	1.25	1	1.17
YJL207C	2172.54	1850.87	2110.83	2501.67	3620.18	2779.25	3371.36	2521.67	2372.93	2343.82	2795.93	1632.39	1441.06	3589.4	1714.32	1826.59	2988.89	2831.6	2733.03	3871.56	908.03	1333.58	933.98	1566.39
YJL144W	173	230.5	276	299.33	413.1	282.25	414	273.85	299	271.5	223	269	105.5	420	194	181.08	297	274.17	202	240.75	83	126	144	208
YJL125C	268.5	181	252.06	222	372.11	323	325	290.17	254	299	335	197	151	500.25	148	121.06	344.5	288	266	412.61	114	136	109	194.56
YJL198W	571.5	477.54	598.98	580.72	984.42	947	937.75	758.5	606.85	908.47	591.41	667.42	348.25	1128.52	552	633.78	829.62	844.48	1262.61	1416.82	235.87	330.98	558.29	921.48
tD(GUC)J1	5	7	4	5	2.17	3	5	3.25	3	5.5	3	4	1	5	2	7	2.25	7	5	5.5	2	2	1	2
YJL122W	229.5	138.33	254	162.42	401.5	313.5	310	275	230	154	269.83	117	192.83	631.58	127	122.25	440.42	427.25	409	511	135	155	111	225
YJL007C	0.75	0	0	0	0	0	0.25	0	0	0	0.5	0.17	0	0	0	0	0	0.62	0	0	0	0	0	0
YJL225C	134.86	192.09	152.89	243.61	305.85	276.99	227.65	211.68	182.6	245.13	165.51	214.64	135.83	473.93	257.7	340.95	270.41	456.36	465.01	701.16	93.83	124.09	191.72	272.66
YJL211C	32	15	31.75	21.5	80.25	56.1	62	70	57.5	40	66	33	13	46.5	13.4	14	26.25	41	51.5	90	12	16	14.2	16
YJR073C	280.5	322.7	286	475	570	763	508	638.75	409.5	686.5	364	578.75	162	589.25	430.25	436	409.25	385	864.1	1073	220	222	325	708.75
YJR143C	3946.08	3105.06	3854.4	3760.88	5187.94	4188.3	4930.56	3844.57	4403.3	3228.12	4833.96	2397.6	2575.06	5934.69	2715.5	2961.93	4256.25	3822.05	4121.1	5906.93	2024.5	2887.7	1460.36	2611.42
YJL131C	57.11	40	68.11	46.11	98.36	61	81.75	54.47	52.17	38	68.17	35.06	48	139.05	61.06	56.1	122.61	115	128	165.17	35	46	19.25	41.5
YJL177W	4476.17	2193.89	4511.28	2471.81	6318.61	4856.75	6191.58	4300.7	4807.42	3365.06	5072.17	2542.49	4335.33	8648.18	2138.02	2019.69	6934.48	5700.67	5022	5367.58	3237.1	4350.35	2353.94	3436.67
YJR032W	239.57	142.94	218.91	210.25	334.39	244.58	302.2	202.61	237.48	211.67	270.27	149.9	165	415.92	147.63	120.02	273.94	280.77	204.6	209.39	85.94	105.52	90.52	114.34
YJR151C	1333.4	1607.55	1272.8	1900.61	2232.29	2012.35	2075.59	1904.66	2019.49	2268.02	2404	1902.08	730.51	2186.46	1261.67	1483.01	1913.93	1617.07	1966.39	2794.1	730.91	1064.47	1063.46	1403.34
YJR024C	256	85.5	279.5	160	382.25	230	348.06	176.25	273	176	267.92	110	197	526	111	110.5	378.5	361	203.5	299.5	140.5	212	78	198
YJL140W	97	59	98.25	94	165.75	131	127	89.75	113.5	93.25	100.25	59.5	105	326	102.17	93.5	201.42	216.33	164.25	184.25	41	67.17	37	96
YJR068W	701.52	455.65	705.06	591.69	1087.99	810.37	1083.33	750.62	760.7	655.12	887.2	434.62	501.1	1241.5	385.69	426.39	1044.58	876.97	760.64	947	297.5	473.43	280	486.33
YJR017C	560.33	506	533.95	713.25	1261.75	1089.62	1086.75	897.92	680.42	887.33	721.5	659.25	364.17	998.25	448.25	440.25	972.5	953.92	894.08	1328.92	296	446	292	601.12
YJR058C	97	81	116	151.17	144	121.5	154	94	108	118	102	77	129	330	147.5	162.42	158	159.5	145.06	131	74	114	88	135.43
YJR101W	260.15	138.86	330.33	168	440.82	372.07	376.17	319.05	339.07	175.15	310	151	150.38	400.18	104.17	104	304	253.62	303.12	399.88	155	150.5	83.5	163
YJL026W	3420.33	2319.51	3402.15	2784.2	6635.35	4553.65	6046.62	4167.94	4537.25	4246.44	4334.36	2849.07	2367.36	5997.02	1808.71	2105.14	5576.75	5624.75	3679.91	4657.55	1660.44	2719.25	1566.78	2940.42
YJL096W	206.17	118.17	239	135.1	367.13	346.61	376	321.12	271.14	167	262.83	120.72	121.42	308.62	86.33	78.05	219	202.37	296.39	290.14	102	89.33	64.08	106.67
tM(CAU)J1	0	1	1	0	0	1.2	0.25	0	0	0	0	0	0	2	0	2	0	0	0.25	1	0	0	0	0
tR(CCU)J	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1.5	0	0	1	0	0	0	0
YJR156C	76.33	77.62	82.5	87.17	180.62	180.42	146	148.67	107.79	118.42	114.42	90.67	50.33	139.58	83.42	97.5	145.68	110.33	214.79	216.25	40.33	52.12	85.42	128.33
YJL063C	109.25	127.56	154	170.12	236.5	198	184	151.12	141	92.5	139	77	140	426	285.5	201	223.25	241.35	337.5	399.12	135	145	85	163.25
YJR159W	18.13	17.1	22	22.22	33.92	29	24	23	19	20.8	17.58	20.5	13.5	39.97	32.5	35	30.5	43.29	48	68	12.5	13.08	12.5	25
YJR094C	474.25	216.11	495.1	203.92	774.85	551.88	841	564.84	581.76	392.75	793.57	265.1	195	557.29	88.33	129.05	556.33	295.65	375.48	513.3	152	238.62	120.06	189.33
tG(GCC)J2	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YJL028W	2.67	2.25	0.11	1	6.75	5.17	12.17	3.42	3.17	2.67	4.83	2.17	1	1.77	2.12	0.12	2.94	3.73	3.37	9.46	0.12	0.17	3	2.08
YJL101C	663	738.16	648.5	903.3	1281.78	1141.6	1193.8	1065.4	906	1248.25	838.8	954	434.25	1127.55	520	683.06	1124.17	866.92	1005	1352.67	303.35	465	510.92	806.25
YJL056C	813.31	871	737.75	1023	1106.62	938.7	935.97	840.25	766.21	865.17	878.92	729.25	585.12	1326.81	731.12	847.25	1157.97	959.62	983.58	1276.68	415	552.12	435.5	601.55
tY(GUA)J1	1	1	2.13	0	0	0	0	0	1	0.17	0	1	1	2.13	2	0	1.05	0	2	0.29	0	1	0.22	0
YJR041C	2332.9	1036.75	2221.79	1379.98	3620.01	2743.61	3280.1	2516.11	2483.27	2003.86	2756.94	1250.04	1366.32	3510.86	832.45	927.73	2863.75	2520.16	2522.64	3409.68	985.5	1316	772.91	1254.3
YJL080C	6616.79	4935.56	6672.8	5874.25	10733.59	7925.54	10023.35	7523.5	7708.17	6615.94	8163.16	4983.92	4155.75	9755.5	3422.17	3778.83	8480.3	8069.12	6862.67	8955	2910.5	4321.41	2404.5	4249.75
YJR091C	5122.3	4833.79	5094.3	5939	8657.91	6894.66	8244.6	6498.27	6131.38	6059.43	6815.65	4906.35	3086	7309.08	4725.5	4812.6	7112.67	5905.45	6860.69	8692.06	2428.5	3497.6	2989.32	4496.39
YJR013W	317.52	230.71	314.78	290.99	434.45	368.19	419.58	305.55	317.47	288.04	413.32	232.62	278.9	707.73	331.17	312.41	538.68	449.58	481.39	693.9	175.64	295.42	154.62	305.02
YJL222W	8.07	36.6	11.57	50.3	33.33	37.08	27.67	34.25	13.31	45.85	10.57	34.75	9.17	32.57	38.88	50.91	32.43	23.08	53	51.93	3.67	6.13	25.67	39.83
YJL121C	1376.56	1136.35	1457.92	1307.75	2364.54	1778.18	2192.57	1781.96	2064.58	1833.31	2095.52	1421.67	697.23	2033.83	837.5	915.92	1550.92	1378.17	1400.17	1709.25	802.75	1083.17	711.92	1190.33
YJL138C	32053.98	14764.09	31914.02	15452.85	45998.92	28291.29	39258.22	25548.6	33260.98	17952.49	41171.55	14240.02	16888.75	70486.2	11229	14729.2	42233.16	33213.01	34151.81	35720.31	13160.37	18311.66	14930.04	19454.54
YJR047C	72	16.1	40	18	66.12	24	56.25	19	48	18	61	14.12	32	99	14	27	100.6	97	39.97	54.87	7	78	8	21.6
YJL151C	1656.72	1576.5	1554.25	2093	2567	2155.5	2325.25	1965.33	1752.75	2163.5	1790	1918	941	2304.77	1535.44	1659.98	1946.44	1677.51	1787.9	1971.94	947.5	1365	1518.22	2150.56
YJL057C	346.5	702.12	410.75	959.25	508.21	415.71	495.17	365.38	404	703.06	475.37	541.55	252.22	563.02	634.75	623.61	443	341.72	380.31	491.3	160	219.12	315.12	470.9
YJL218W	0.25	0.25	0.42	0	0.97	0	0	0	0.6	0	0.5	0.25	0.35	0.25	0	1.25	0	0.15	1.5	0.3	0	0	0	0
YJR087W	104.2	133.29	83	182.21	70.96	58.99	80.44	56.5	95.04	113.91	114.62	87.87	52	141.58	88.77	99.97	57.35	46.7	48.87	77.58	35.06	68.88	54.08	75.69
YJL130C	18476.64	9995.96	18628.25	12485.94	31905.58	22837.62	28564.04	20597.38	22411.93	14924.57	22440.78	10423.26	12580.89	27520.37	7774.08	8653.97	25811.46	24864.6	20454.03	26413.55	9276.93	12796.07	5910.21	9763.91
snR190	1016.36	878.75	1034.08	978.83	1475.21	1216.8	1335.01	1152.76	1206.18	1176.7	1067.63	1025.5	1002.42	1503.83	850.75	947.75	1069.25	1346.29	1088.5	1047	706.25	699	656	926.75
YJL069C	1087.38	585.5	983.76	655.5	1453.54	1274.45	1336.9	1155	943.65	1023.5	1242.79	681.62	574.62	1487.97	358.88	424.81	1256.95	1117.92	1133.68	1552.33	385.25	496.29	392.25	609.5
YJL045W	13.98	37.76	22.31	51.21	41.69	78.17	39.08	50.84	21.94	29.83	26.36	29.85	17.91	37.5	52.23	53.47	55.57	28.17	76.24	57.57	17.43	8.05	29.51	57.28
YJL091C	516.67	486.07	524.13	648.25	835.6	667.75	756	584.79	595	652.21	631.9	459.86	345.07	843.18	439.24	488.95	747.17	615.98	641.01	849	271.79	370.16	310.9	541.24
YJL033W	1180.6	454.67	1226.74	592.65	1800.76	1501.47	1686.05	1256.96	1105.55	866.95	1139.81	598.58	673.82	1939.67	379.25	418.22	1560.56	1411.22	1566.44	2078.03	484.67	568.17	372.94	692.95
YJR122W	184.39	141.47	170.9	202.75	279.21	358.56	279.38	341.11	179.87	219.67	241.95	164.37	106	266.72	142.08	134.17	245.7	185.25	339.94	539	112.27	79.25	65.34	142.65
YJL041W	3197.99	2377.43	3088.41	2934.79	5702.01	4845.18	4995.79	4368.88	3862.99	3648.8	4065.82	2614.96	2049.28	4813.6	1958.49	2194.92	4630.73	4616.75	4498.78	5862.69	1559.9	2129.91	1418.19	2252.58
tR(UCU)J1	0.92	0.38	0.77	0.39	0.6	0.5	0.88	0.88	0.12	0.79	0.25	0.55	0.25	1.74	0.38	0.1	0.62	1.07	0.52	0.65	0.75	0.12	0.62	1.12
YJL065C	265	216	271	329	439	301.67	402	236.1	268	274	298	211	167	505.25	259	261	330.17	289.17	294.25	334.5	132	191	125	244
YJR148W	1334.96	677.22	1440.83	760.12	2967.08	2612.33	2473	2439	1643.25	1214.25	1681	919	860.5	2159.46	405.42	423.67	2228	2058.75	1899.44	2077	857.05	976.04	358.25	643.64
YJL123C	1069.17	959.17	1080	1178	1435	1019.5	1251	957.5	1048.17	844.5	1327.75	599.05	786.5	1890.3	983.58	1099.11	1567.95	1218	1213.5	1466.82	475	700	470.75	744.18
YJL046W	187.47	102.08	222.97	159.59	350.22	275.58	315.19	230.09	205.69	150.44	258.88	117.21	151.18	329.37	116.51	113.66	310.36	278.56	285.83	370.28	103.26	115.25	80.67	128.12
YJR123W	7081.65	4310.83	7315.99	4349.34	10019.26	7309.33	8849.83	6731.67	7750.49	5289.25	7497.81	3960.74	5974.58	11792.39	2656.18	2751.91	9094.17	8306.99	6465.72	6876.52	4918.22	6057.33	2946.68	4531.39
YJR118C	57.5	41	86.75	57.17	109.5	80	75.75	66	63.5	42	65	39	49	140	35	44	113	103	94	90	36.33	70.5	38.75	55.07
YJL071W	341.87	279.64	366.1	384.06	733.09	710.85	603.92	626.16	396.42	560.9	510.86	380.46	287.87	629.87	254.62	239.2	645.24	505.57	667.13	978.6	163.29	221.55	187.52	397.76
YJR015W	3427.06	1919.19	3403	2089.41	5510.15	4364.92	5104.23	4073.38	4347.3	2745.84	4410.95	2117.16	1798.67	4365.1	1328.21	1480.29	4070.23	3278.58	3836.65	5310.35	1607.59	2219.66	1290.17	1868.94
YJR102C	209	171	189.25	240.5	319.25	305	322.25	270.5	207	267	231.25	233	111.25	319.25	164.44	200.33	324	243	261.52	337	85	112.83	146	250.25
YJL004C	352	269.5	354	326	542.12	425.25	515	336.17	396	358	449.3	301	257	685.5	305	337	544	462	459.5	587.75	204	262	228	317.05
YJL155C	368.25	611	444	804	706.25	581	699.25	562.75	442.5	784	497.12	580.25	253	642.72	620.25	619.63	547.5	489	503.05	690	152	218	344	529.25
YJL154C	2033.09	1747	1937.53	2277.86	3398.37	2646.7	3120.87	2454.31	2316.92	2848.88	2663.5	1946.81	1257.75	3137.35	1314.72	1433.17	2690.74	2468.38	2163.6	2837.69	915.1	1323.42	1107.33	1814.5
YJR107W	283.55	354	266.41	427.38	424.14	395.25	363.11	357.16	314.29	439.49	341.56	354.71	188	398.56	359.33	356.55	386.02	351.15	506.52	598.55	170.25	189.2	269.04	407.5
YJL035C	68.21	50	74.25	84.05	142.75	122.17	132.5	95	80.5	82	98.31	66	52.12	154.5	77	70.5	110	111	95.25	153	34	63.06	50.5	66.5
YJR089W	282.12	228.9	272.6	347.21	520.67	453.86	449.22	377.65	305.59	345.23	394.2	205.85	242.18	579.49	232.56	215.68	461.4	457.56	510.33	616.32	135	189.03	130.22	225.6
YJL042W	1735.08	2053.68	1737.49	2763.54	2499.37	1932.14	2282.75	1682.12	2164.33	1950.78	2132.32	1881.49	1097.28	2860.42	2317.25	2245.59	2214.75	1754.45	1974.02	2434.29	802.63	1194.67	975.8	1717.7
YJL169W	30	39	41.5	58	3	1	5	1	18	80	30.17	76.5	20	52.17	40.33	60	1	0	0.58	2	7	15	37	62
YJL115W	178	193.14	154.17	272.25	347.5	342	331.56	335	207	239.1	233	214.09	100	215.17	126	153.83	288	251.5	282.57	375.83	64.34	90	83	150
YJR003C	387	468	297.75	663.65	362.72	326.35	390.5	302.2	313.06	771.68	410.25	528.96	200.5	550.72	469.5	509.31	416.33	284.17	363.83	351	137.17	197.22	304.17	498.17
YJL116C	1393.11	183.25	1721.93	145.66	3436.86	2666.5	3257.72	2699.06	2038.17	317.38	2666.92	255.06	627.75	1793.55	73.06	120.07	2043.49	1525.5	2218.75	2313.5	784	965.5	94	190
YJL053W	638.33	624.22	562	858.42	955.41	755.78	906.26	693.53	635.71	926.12	885.93	644.8	371.83	941.64	541.11	507.24	880.27	638.85	641.1	836.95	242	380.35	405.55	572.36
YJL124C	557.75	371.25	625	464	886.7	674.13	820	578.5	616.92	473.5	714.75	367	457.5	1293.91	392.25	391.25	888.25	822	709	901	300	422.5	326.25	549
YJR104C	711	683.77	825	853.5	1404.45	1709.82	1242.06	1405.34	852.07	862.06	746.12	725.68	454.56	1355.44	604.85	561.73	1022.4	1056.62	1583.92	1531.01	556.5	571.06	411.58	878.32
YJL105W	11.22	12.99	15.46	11.31	17.72	16.47	15.46	25.52	15.94	23.93	25.38	14.73	12.15	21.72	11.95	15.17	15.39	16.25	28.31	33.07	3.34	4.37	10.76	13.67
YJL215C	3	0.25	2	5	14	4	6	2.25	1.5	2	2	1	2.25	3.56	6	3	10	8	13	23.75	0	0	2.12	2
YJR070C	1597.25	553.75	1615.5	675.33	2462.75	1494	2134.5	1250.25	1607.5	1073.44	1593.85	792.25	1184	3030.5	557.17	550.19	2449.75	2357.25	1909.75	2488	958	1309	698.5	1212.12
YJR097W	37	16.64	29.5	23.12	43.25	48.23	43.11	51.12	28	25.12	15.12	15.1	26.5	71.5	16.47	21.88	43.25	40.12	52	53.83	12	14.25	18.65	36.77
YJL126W	118.75	80	121	98.17	216.47	159	158.07	136	139.19	91	136.42	89.14	92	310.94	90.5	82.5	196.25	211.17	183	251	55.08	94	55.13	92
YJL214W	2.17	4.78	4.33	7	12.35	10	5.12	5	5.97	6.75	3.5	6.69	4	12.9	4.08	8.56	7.67	8.06	6.68	14.22	1	0.14	3	3.94
YJL166W	1203.82	1048.25	1334.42	1384	1937	1881.75	1779	1674	1381.25	1597	1380.1	1388	1062.08	2387.33	1565.42	1673.33	1769.08	1389	1980.17	1909	1006.33	1003.5	1421.67	2036.75
YJL023C	88.67	65	100.5	98.5	138.42	125.56	125	110.5	76.92	99	99.75	96.17	57	181	85.18	93.25	155.5	132.9	132	180	29	53.5	57	92.75
YJL094C	859	1137.5	809	1473.57	1144.58	1039.33	1188.5	1009.42	1024.75	1942.85	1005.82	1436.42	532.33	1341.05	1200.75	1253	954	807.25	1089.72	1482.22	371.1	598	897.37	1555.25
YJR054W	286.27	681.67	312.25	859.18	257.2	268	208.69	221.1	287.56	757.51	353.24	550.66	264.75	662.9	811.93	840.58	264.5	240.11	329.03	457	143.06	244.25	413.08	671.95
YJR141W	133	93.6	133	136	169.33	169.11	164.6	136.23	155	133.21	134.49	104.26	108.33	318.25	128.17	113.25	188	200	179	215.5	70	94	89.85	131.9
YJL191W	1268.21	416.62	1187.31	494.75	1934.9	1240.5	1766.34	1052.25	1336.7	947	1407.45	728	676.5	1920.54	290.33	274.42	1404.5	1006.58	984.71	1085.92	549.92	796.71	534.08	756.07
YJR135C	67.55	37.21	57.3	58	109.38	71.61	83.51	62.39	64.49	69.1	74.06	53	44.75	135.17	52.25	46	83.83	79.5	99.56	97.56	31	35	32.07	62.1
YJL049W	71.67	54.34	61.51	83.5	102.37	80.89	95.17	63.81	57.07	56.56	98.87	42.89	54	152.92	49.5	55.68	114.52	92.16	75.65	69.45	39.12	33	29.28	42.68
YJR155W	123.5	255.75	136	385.06	284.3	481.12	229.27	349.47	181.13	500.25	149	341.09	180	376.72	230	244	676.93	443	495	322.25	115	173	213	356.75
YJL109C	5705.33	2506.5	5415.83	3008.8	8687.97	6601.25	7773.92	5544.6	6001.34	4078.17	6285.33	2689.97	3785.92	9084.47	2057.67	2212.18	7354.42	7363.7	6992.5	9946.42	2550	3546.5	1880.12	3347.75
YJL013C	177.25	197	185	289.6	324.07	239.2	287.55	196.33	219.6	237.42	219.18	183.2	113.07	323	180.5	206	272	214.05	256.5	273.67	82.12	74.17	94	163
YJL141C	2463.97	1803.77	2510.21	2288.58	4223.25	2893.06	4222.88	2952.42	3287.82	2414.1	3362.6	1898.18	1314.58	3392.47	1279.6	1441.42	3081.22	2466.5	2327.77	3490.75	1032.83	1553.5	924	1446.42
YJL133C-A	277.17	256.06	309	408.75	743	912	723	857	399.5	919.5	457	885	136	479.5	188	178.17	630	419	462.83	599.1	212.75	241	302.46	544.17
YJL178C	342.25	247.25	329.67	356.5	547.11	386.55	453	311.25	321.25	370.75	341	245.25	306.75	863.92	365	379	573.83	554.83	544.25	567	195	272	209	415.92
YJR022W	68.11	37.72	81.6	66.17	112.75	77.17	107.22	79.72	91.77	74.68	107.12	47.32	52.44	128.18	53.88	51.56	114.5	85.31	64.02	51	29	42.44	25.27	34.25
YJL062W	937.57	684.78	928.22	933.54	1628	1343.07	1575.85	1322.29	1217.94	1043.98	1437.88	909.84	592.43	1497.99	709.15	710.81	1392.19	1295.03	1471.44	2101.61	521.01	740.07	454.2	908.46
YJL197C-A	1	0	0	0	1	0	0	0	0	0.5	0.47	0	0	0	0	1	0	0	0.05	1	0	0	0	0
YJL082W	1693.2	2058.45	1950.42	2430.78	3670.13	2827.63	3541.91	2619.73	2429.26	2895.64	2272.03	2493.64	1043.7	2786.75	1629.83	1844.91	2728.34	2202.07	2480.15	3067.55	914.08	1276.07	1355.85	2031.45
YJL120W	2.31	4.5	0	0	3.28	2.5	3	1.5	1	2.25	0	1.25	0.12	1.68	1	0.23	3.06	1.57	0.22	2	0	0	1.17	1
YJL098W	759.26	417.25	746.03	453.8	1115.09	1120.43	1130.1	970.02	698.13	687.59	800.43	404.46	492.15	1201.44	356.92	392.76	1290.59	1167.4	1315.34	1578.12	360.96	406.17	267.79	469.35
YJL152W	1	0.22	0.5	1.08	3.5	7.12	2.25	2.43	2.5	3.33	1.15	1	0.51	3.62	2	0.6	4.06	2.44	3.11	3.07	0	0	2.17	1.78
YJR162C	1	3.67	4.58	4.5	1.92	4.64	4	6.67	5.33	6	3.25	0.95	4	3.1	5.27	3.67	6	6.5	12.75	11.83	2	0	3	6
YJL196C	699	177.25	718.92	172.07	1037	789.5	831.25	630.5	815.62	179	929.5	120	772.5	2056.75	77	108	1328.4	1384.75	945.75	1156.62	683.13	1015.58	72	159.06
YJL003W	56.06	41.09	65.85	73	116	108.25	116.5	83.17	69.62	83.1	92	50.31	57.57	132.06	62.17	71.44	83.17	89.81	96.35	114.96	30	39	43.09	80.93
YJL015C	1.5	1.5	4	0.35	5.2	2	1.55	5.1	3.1	2.5	3.1	3.2	1.07	1.25	1.14	2	3	2	0	1	5.17	2	1	3
YJL075C	0	0.17	0	0	0	1	0.17	0.25	0	0	0.25	0.1	0	0	0	0	0	1.42	0	0	0	0.5	0	0
YJR020W	3	12.2	7	8.24	18.9	17	15	18.72	18.22	17.33	10.61	15.55	4.67	13.25	2	9.3	14	7.34	19	27.35	4.27	6	3.22	13.74
YJL205C	118.5	75.5	128	99	213	199	217	187	135	124	165	77.5	76.25	228.25	79	83.25	166	134	190.12	170	91	79	63	86.5
YJR113C	288	218.12	354.5	270	678.17	637.75	594	569.04	425	314.25	392.64	274.83	179	504.5	189	209.5	436.32	408.6	590.5	731.67	196	223	123	275
YJR111C	488	340	486.5	399	849	767	805.25	634.92	530.75	537	633.5	399	288	845.5	228.07	270.5	872.5	613.5	614	709.5	245	354	239.5	380
YJR055W	43	15.5	34.5	29	41	45	37.64	38	26.03	33	34	18.2	30	49.08	12	28.4	53.12	41.06	45	44	20	25	24.94	29.12
tY(GUA)J2	0	0	0	1	2	0	0	0	1	0	0.25	1	0.1	3	2	2	0	0	1	0	0	0	2	0
YJL148W	916.58	403.83	927.42	521.33	1162.17	903.25	1153.47	791.47	965.72	689	1069.83	454.75	816.75	1922.17	462.33	420.95	1279	1034.67	971.5	1073.58	390.83	573.5	371	632.75
tS(AGA)J	0	0	1	2	0	1.25	1	0	1	0	1	0.5	0	4	2	2	1	1	3	0.5	2	0	0	2
YJL097W	861.47	471	825.27	630.73	1340.84	1079.08	1238.1	993	949.01	700.91	1143.75	580	647.47	1614.69	432.92	530.39	1257.96	1206.92	1092.06	1431.42	554.92	804.1	422.33	712.75
YJL031C	193	226.5	225.58	284.05	286.25	229	249.5	194.42	222	232	207.5	166	183.25	488.3	274.5	252.5	321.25	285.5	277	277.25	94	138.25	116.17	236
YJR132W	1943.29	1070.57	1905.63	1497.64	2808.58	1986.44	2576.9	1725.73	1969.9	1822.16	2136.2	1335.75	1259.41	3167.21	1013.06	1000.16	2333.93	2492.36	2084.75	3199.64	854.5	1248.06	733.44	1447.32
YJL092W	197.29	412.95	173.19	519.83	217.4	256.93	183.23	196.94	228.13	444.32	230.95	315.44	133.89	329.41	392.6	472.69	165.86	147.26	282.43	285.48	97.01	123.65	186.84	361.79
YJL083W	410.02	349.54	389.6	442.33	700.21	655.16	629.47	586.06	520.11	507.65	544.12	428.69	267.99	667.6	308.92	379.8	627.21	596.25	662.66	968.17	223.16	294.82	253.94	393.45
YJL175W	1	1.12	1.93	0.22	2.5	1.5	1.5	2.67	3.5	0	1.25	0	1	1.98	0	1.55	0.07	0.97	1	0.44	0.1	0	0.69	0
YJL225W-A	1.5	1.83	3.12	2	10.13	4.62	6.95	3.83	5.42	3.75	4.23	3.42	2.75	4.28	1.52	3.28	6.08	6.42	8.87	14.28	2	3.42	1	0.83
snR60	48.5	21	38	17	73	43.83	59.5	36	50.5	26.5	34	24	28	67.5	6.5	11	46	60	44.5	40.5	28.5	20	12.5	15.75
YJL102W	265.67	290.51	312.54	472.08	654.24	731.44	592.47	597.8	348.85	439.86	423.68	372.72	187.5	504.74	282.88	330.55	463.91	448.34	689.26	1056.58	142.44	169.35	192.68	313.65
YJL077W-A	35.17	49	50.33	64	58	54	53	64	35.24	57.17	40.32	44.08	29.07	67.67	50	80.17	55	50	111	104.33	21	25	36	63
YJL052C-A	0.25	0.5	0.25	0	0.25	0.5	1	0.5	0.25	0.5	0.25	0	0	1.11	0.56	0.31	0.06	0.06	1.11	0	0.25	0.06	0.25	0.21
YJR083C	285.5	209.17	248	262	381.55	260.07	359.25	252.06	318.74	281	400.19	175	162.25	518.31	216	203	418.06	338.31	310	359	100	163	143.06	227.5
YJL128C	1508.88	1683.25	1602.25	2033.5	2407.5	1925.68	2294.8	1888.75	1667	1769.33	1944.75	1319.25	1081.67	2654.05	1386	1537	2153.8	1697.58	1971.39	2412.67	782	1031	832	1220.45
YJR005C-A	0	0	1	1	3.5	4.5	0.25	1	0	0	0	0	1	0	2	4.17	2	0	5	6	0	1	1.17	0
YJR042W	428.14	289.3	458.69	389.53	740.63	534.32	665.14	440.07	439.32	464.43	484.12	287	362.12	961.31	271.99	277.46	683.64	735.47	561.15	780.4	197.5	301.11	175.79	327.15
YJL209W	231.17	116.87	192.83	156	338.64	270.58	308.53	236.5	197.33	168.75	283.38	118.17	189.5	484.55	164.33	164	374	449.23	415.08	549.58	114.5	171.83	90.5	171.07
YJL087C	405.25	245.29	393.72	262	558.14	372.91	463.3	365.73	336	250.85	437.8	183.17	286.75	806.64	242	216.5	535.2	538.5	486.5	627	162.67	247.39	113	228.75
YJR127C	776.96	468	867.67	574.71	1976.58	1638.8	1813.35	1445.33	1373.34	678.29	1337.16	628.64	580.42	1446.7	547.43	564.55	1710.22	1661.38	1869.33	2646.39	468.25	660	357.88	518.38
YJL210W	122.25	131.38	170.06	188.5	250.45	250	228.5	222.25	200.62	242.11	225.38	206.25	107.25	323.47	160.5	175.17	257.67	237	288	331.75	109.75	130.5	103	155
YJR134C	464	322.75	511	424.17	828.5	631.33	698.82	582.57	491	438.42	627.56	289.25	400	880.42	301	364.88	821.15	762.75	715.11	904.57	228	309.5	185.31	325.61
