Geneid	AY31	AY32	AY33	AY34	AY35	AY36	AY37	AY38	AY39	AY40	AY41	AY42 	AY1	AY2	AY3	AY4	AY5	AY6	AY7	AY8	AY9	AY10	AY11	AY12
YOR284W	72.04	205.9	66.08	237.06	78.06	77.67	71.53	76.85	69.56	124	99.13	86.2	56.57	138	206.61	221.53	71.58	73	87.56	97.5	27.05	55.5	60.08	90.67
YOR036W	262.83	472.33	294.12	607.71	398.92	340.5	351	343.78	279.46	625.57	300.19	478.72	194.58	505.28	536.17	562.69	376.73	273.5	284.27	284.97	122.5	186.08	384.83	526.2
YOR154W	405.04	252.32	411.48	297.08	715.17	607.44	631.54	545.85	462	372.91	524.4	250.69	207.29	695.93	183.75	209.66	603.33	538.42	592.28	892.11	161.47	197	131.21	222.44
YOR048C	1690.29	1002	1712.04	1291.5	3046.67	2450.94	2585.5	1985.92	1833.76	1491	1822.12	995	1178.67	3238.28	975.04	1057.25	2495.5	2698.06	2502.42	3596.15	847.92	1049	608.25	1132.62
YOL073C	253	252	269	301	502	383	476	336	322	338.25	336	318	159	481	246.5	234	345.5	420	352	642.5	138.06	197	143.28	292.5
YOL152W	88.94	226.88	161.8	231.21	135.17	317.44	104.28	214.36	107.28	129.4	120.89	153.18	38.55	87.86	154.54	164.14	66.79	92.57	226.97	406.55	54.03	53.17	72.49	111.96
YOL101C	599	100	501.25	83	459.33	104.5	373.5	85.5	454	66.5	553.5	44	579.5	1504.83	21	27.5	1067.5	1073.72	128.5	190.62	487.67	750	31.5	41
YOR085W	2755.45	1979.59	2783.52	2320.04	4298.15	3300.35	4337.5	3185.53	3497.16	2709.81	3839.66	2143.28	1803.9	4639.13	1731.68	1860.53	4023.22	3631.99	3310.62	4596.82	1639.62	2459.19	1538.8	2397.99
YOR227W	1995.84	2239.62	2034.46	2931.9	4597.54	3789	4175.12	3526.46	2794.41	3624.09	3259.02	2854.19	1119.33	2758.33	1938.66	2058.83	3387.31	3140.93	3498.01	4912.82	969.83	1481.16	1414.46	2313.28
YOR159C	81	36.2	69	37	100	70	77	56	54.5	46.25	70	44.12	27.32	108	43	45	108.5	86	51.25	96	22	50	31	45
YOR146W	0	0	0	0.25	0	1.25	2	1.25	0.25	1.25	0	1.25	0	0	0.25	0.58	3	0.1	1.5	0	0	0	1	0
YOR372C	787.7	899.2	640.62	1071.57	772.21	585.47	792.35	545.6	767.52	1178.3	1070.45	826.61	374.65	998.4	742	819.2	703.9	566.9	656.4	746.1	320	529.2	524.2	865.05
YOR112W	908.78	725.4	839.23	815.8	1478.79	1277.83	1333.36	1170.67	978.03	1026.07	1186.8	758.07	567.79	1456.04	677.33	653.99	1317.15	1132.79	1129.53	1526.76	380.56	592.09	462.24	724.68
YOR387C	2.05	1.05	3	1	7	4	2	8	3	2	2	0	1	3	1	1	5	5	2.67	9.56	0	1	1	3
YOR229W	900.85	352.79	727.27	418.08	1140.48	565.65	930.14	517.46	837.44	430.56	1105.14	382.23	593.99	1667.45	394.92	369.75	1251.79	1080.34	731.08	941.83	392.59	625.13	260.39	432.68
YOR068C	1	0	0.5	0	0	0.25	0	0	1.5	1.5	0	1	2	0	2.25	1	2	1	2.2	0	0	0	0	0
YOR376W-A	23.25	19	24	21	41	39	44	41	32	33	27.22	30	33	56	20	21.22	35	25	51	48	10.22	18	16	34.89
YOL050C	0	0	1	0	0	1	1	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0.1	0	0	1
YOR342C	1440.5	1143	1401.17	1401.5	2351.5	1813.17	2252	1545.83	1582.42	2052.16	1956.25	1676.83	731.42	1915.75	972	993	1984	1620	1486.05	1610.33	592	786.5	1036.25	1514.08
YOL035C	1	0	1	1.25	0	0.33	0.75	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	1
YOR251C	440.35	351.39	476	436.06	689.12	546.08	594	447	490	422.63	498.1	347	266.75	665	256.4	260.5	572.81	452.35	473.9	518.1	203	291	211.25	404.25
YOR041C	8	25.2	25.4	11.2	102.2	71.3	93.5	63.5	36	30.58	29	15	11.17	34	10.5	17.75	65.32	66	57.67	111	14	16	10	18
YOR130C	142.17	226	152	281.1	243.1	196	232.25	188	140	518.07	189.5	455	121.5	360.12	208	221.25	301	225	243	248	89.5	106	278.98	497.96
YOR119C	173.2	87	163	126.25	202.42	182	203	148	118.33	121.33	168.25	78	117.5	301.42	75	77.46	212.6	198.06	187.5	239.57	68	80	50	91.33
YOL166C	1	1	1	3.1	1.42	3	0	2.25	1	9	1	5	0	1	2	3	0	5.5	0	4	0.5	1	2	5.5
YOR008C	1291	897.42	1299.83	1196.5	2008.5	1515	1861.2	1262.25	1389.32	1161	1453	1034	824	2139.67	933	837.52	1831.33	1544.73	1616.17	2186.33	590	850	553.5	921.75
YOL011W	1244.38	1473.93	1417.92	1765.86	2117.1	1676.12	2044.65	1539.95	1711.87	1591.12	1851.09	1183.72	715.75	2214.87	1439	1484.13	1318.81	1124.89	1658	2021.96	653.5	888.46	650.98	1172.75
YOR248W	1042.08	1692.34	1059.19	2086.2	884.1	1019.75	728.3	1065.36	1562.19	1267.38	1606.75	912.64	616.75	1346.61	1325.49	1344.25	482.88	335.11	469.23	616.69	518	698.04	376.39	525.89
YOR202W	635.5	464.04	676.5	540.26	1373.67	1319.2	1185	1117.96	765.33	793.15	818.65	659.56	483.33	1308.12	362.24	376.19	1282.26	957.1	1220.99	1043.94	472.3	585.06	477.78	734.74
YOR266W	144.56	81.4	192	139.08	286.12	236	284.33	217.5	185.83	113.58	218.12	101.72	101.61	285.36	98.71	94.5	275	235.07	246.5	364.83	81.06	110.84	71.26	102.08
YOR140W	739.93	805.53	681.01	958.39	1449.16	1266.89	1331.41	1205.27	1031.65	1428.33	1198.31	1117.34	501.96	1225.41	752.89	849.15	1321.73	1366.9	1469.48	2166.22	464.7	592.43	560.79	961.66
YOR004W	516.98	196.61	510.13	261.59	693.03	533.57	645.25	452.46	505.74	358.39	539.64	224.79	321.16	858	179.7	187.07	588.38	522.3	507.75	719.41	192.57	237.21	202.31	333.83
YOR308C	261.3	146.86	244.42	215.42	445.06	374.75	422.42	370.08	254.25	217.35	329.3	167.86	180.78	456.19	179.22	192.83	465.86	472.85	435.18	609.09	106.2	156.25	94.24	177.15
YOR032C	76.1	44.33	78.38	92	249.2	322.25	197.52	317.88	146.75	105	112.5	80	34.5	142.52	52.1	59.1	233	109.7	292.5	345.25	33	53	85	103.42
YOR311C	597	432	617	548.92	873	692.5	790	632	696.17	633.08	702	480	445	1084.75	446	501	847.75	663.5	822.75	938	387	464.5	346	612.1
YOL019W	462.64	1303.02	441.57	1590.77	1178.95	1857.74	1190.83	1642.4	543.23	3265.26	649.98	2346.54	351.67	869.91	1427.25	1481.68	1478.75	1193.88	2075.2	2734.33	318.56	420.04	1798.51	2827.65
YOL138C	1259.71	880.5	1248.2	1159.75	2213.55	1945.67	2043.25	1651.8	1409.27	1219.11	1568	903	801.47	2084.6	868.4	916.37	1957.79	1922.54	1952.61	2852.5	648.75	826.5	524.3	790.5
YOL151W	112.24	303.22	193.25	438.87	616.38	998.17	543.17	852.32	176.36	970.84	208.78	769.44	90.39	262.07	331.98	327.67	394.18	232.06	790.78	711.66	145.5	101.55	493.43	835.58
YOR330C	426.32	344.94	500.8	554.68	825.77	620.73	683.16	578.6	486.45	409.04	529.44	325.7	413.25	1051.35	500.26	515.14	869.37	947.41	912.51	1278.53	247.48	343.64	209.09	366.52
YOR379C	9	31	11	52	19	22.25	13.25	21	12	13.08	12	15	7	24	50	57.93	12	17	19	33.5	7	9	10.25	18
YOR142W	2131.17	2622.76	2199.61	3327.83	3531.33	3828.71	3409.05	3490.34	2799.99	3796.33	3226.88	3167.17	1306.46	3038.91	2375.75	2462.29	2408.29	1988.17	3092.43	3089.51	1371.42	1439.06	1866.68	2886.22
YOR268C	1	3	0	2	4.58	5	5.5	3	1	4	2	4	0	7	1	1	5	3	7.5	10	1	1.5	1.5	3.5
snR81	419.83	332.83	425	351.33	562.5	465.67	505.58	424.71	405	357.45	360.08	384	224.33	583.67	237.25	313	352.58	404.83	356	323.17	152.67	206.5	222.83	266.42
YOR017W	525.73	377.12	515.63	478.31	876.52	716.09	835.17	648.25	576.89	538.73	702.64	366.18	323.33	855.79	347.92	322.93	759.96	632.25	672.58	1071.54	226.67	340.35	251.36	384.47
YOR394W	0.75	0.5	2.5	4.17	6	7	4.92	2	1	3	2.5	1.25	0.33	2.08	4.33	3.08	6.25	9.33	13.5	27.71	0	0.5	2	2
YOL134C	0	0	1	0.25	0.7	1	0	1.25	1.25	0.17	2.38	2.5	0	0.5	1	0	1	0	3.25	4	0	1	2	0
YOR002W	2175.92	1271.65	2133.44	1611.79	3102.62	2289.31	2879	2114.25	2475.89	1891.87	2726.31	1595.75	1600.56	3580.83	1165.33	1345.62	2858.83	2528.28	2450.95	3050.22	1200.11	1808.25	1035.88	1665.13
YOR194C	221.5	146.27	212.07	189.32	329	256.7	288.5	201	223	220	276.25	158.07	179.06	549.08	190.15	186.62	367.83	362	283.5	381.1	109	149.3	116.07	172
YOR298C-A	954	912.55	1157	1121	1710	1020.9	1452	915.5	1208	1066	1131.28	947.75	727.56	2033.57	990.5	1055.83	1289.5	1157.83	878	1080	539.5	752.5	653.5	1039.88
YOL069W	159.26	229.88	146.6	255.28	193.58	151.31	179.22	129.99	149.43	190.26	227.11	175.22	94.39	258.78	179.25	165.53	153.68	122.75	133.17	173.4	62.8	76	92.33	132.19
YOR014W	2972.03	3126.08	2991.16	4297.23	4637.74	3593.39	4112.47	3201.5	3204.85	3575.33	3752.08	2641.31	2086	4833.63	3155.71	3292.54	4205.56	3799.04	3873.64	5095.97	1496.71	2182	1681.37	2726.58
YOR346W	382.35	295.24	380.57	417.18	533.66	477.16	481.12	453.27	403.9	324.3	475.41	226.29	258.66	721.01	233.4	355.32	601.97	463.85	670.83	722	178.15	227.23	159.45	251.8
YOR044W	474	333.83	468.58	407.35	763.39	590.5	734.33	502.06	511	438.61	586.56	328.17	354.5	766.57	352.6	379.82	858.83	648.07	679.17	832.42	197.88	350.5	327.5	477.04
YOR275C	740.55	808.26	744.56	994.96	1148.83	987.5	964.25	838.28	785.06	1089.56	940.56	759.6	531	1355.43	794.5	804.85	1128.75	925.33	1027.4	1267	356	487.62	494.94	764.5
YOR174W	112	102.26	117.25	137	172.05	122	129.25	110	111.25	130.28	138	81.03	78	241.37	115	93.28	186.25	146.5	132	168	51.25	54.57	51.1	107.98
YOR336W	1288.19	1369.64	1257.87	1760	2354.93	2200.85	2051.17	2062.75	1348.64	1917.3	1606.72	1514	870.92	2089.2	1154.17	1353.19	2049.39	1729	2376.18	3189.23	609.31	821.17	759.37	1326.17
YOL094C	392.5	269	420	326	670.25	504	557.25	416.25	397.5	234.1	519	156	244	672	164	187	597	485	421	538	175	252	71	130
YOR122C	3953.75	3487.06	3867.75	4126.48	5702.8	4912.08	5364.25	4481.75	4577.46	5016	4803.12	4275.83	3185.75	6434.92	3496.78	3872.08	5112.25	4155.15	4281.79	4660.12	2827	3715.5	3619.5	4922.67
YOR256C	765.67	594.72	749.19	758.7	1254.96	1040.07	1175.11	910.94	855.5	913.5	908.32	692.04	472.67	1190.79	560.58	583.63	1118.5	970.57	1010.6	1560.35	334.5	455.12	377.25	632.32
YOL137W	302.67	163.3	329.73	198.04	472.43	351.62	396.09	327.27	337.86	181.49	316.86	152.26	201.46	644.61	163.04	166.13	441.87	501.51	449.24	641.91	160.35	229.2	87.57	184.73
YOR350C	241	253	230	294	451.75	380.33	386	346	300.25	325.75	355.25	278	164.16	423.5	209.5	222.5	389.5	323	345.25	434	108.14	158	125.25	203
YOR196C	167.39	145.19	182.52	213.33	286.88	214.29	225	185.25	165.27	201	159.06	148	168.94	492.51	201.04	206.86	342.12	335.5	272.5	341.04	92.17	128	98.6	164.25
YOR380W	210	323.5	197.5	450.75	417.82	417	417	385	253.25	378.5	297.25	291	120.14	385.58	354.38	396.76	329.3	295.82	447.9	635.75	110.5	142.15	163.68	281.85
YOR314W-A	2	1	0	0	0	1	0	1	0	0	0	0.11	0	0	0	0	0	0	0.5	0	0	0	0	0
tA(UGC)O	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL097W-A	17	6	17	11.11	30	21.89	30	19	24.07	17.12	22.61	12	10	28.25	7	13.12	18	16.25	22	31	8	6	4	12.33
YOR376W	3.11	3	5	5	3	8.33	8.25	9	1	2	4.5	5	0.5	6.5	7	7	1	4	5	4	1.5	1	0.56	7
YOR369C	1512.2	1068.2	1722.11	1077.19	2409.25	1636.41	1891.41	1440.85	1575.2	984.7	1290.15	775.11	1579.59	3840.58	707.66	640.39	2422.79	2799.41	1616.34	1776.83	1010.64	1320.2	575.43	966.5
YOL132W	6.47	3.48	4.14	7.53	2.33	9	9	10.5	5.31	7.55	6.08	3.12	7.22	11.86	5.39	7.47	8.83	6.92	12.17	10.89	2.33	3.67	2.86	1.33
YOR296W	682.35	875.7	563.49	1203.26	917.49	686.08	747.16	605.98	648.29	845.08	767.54	652.96	472.69	1071.79	818.96	848.77	765.1	721.6	750.49	1021.02	240.5	436.65	392.23	636.85
YOR260W	2352.08	1552.23	2308.23	1969.81	3881.17	2927.08	3597.58	2739.75	2792.49	2766.44	3119.42	1961.8	1514.81	3671.16	1263.25	1340.36	3155.13	2932.92	2589.83	3740.25	1080.14	1625.37	979.98	1753.48
YOR373W	227.47	316.22	213.32	389.54	329.06	279.25	347.75	307.31	313.61	447.25	384.11	355.25	99.39	272.15	232	241.23	280.94	223.65	263.5	441.21	93	147	173.62	317.38
YOR163W	784	883.75	765.58	1105.87	1174.5	1047.25	1126.25	958.17	885	1080.46	1065.71	864.75	564.58	1360.94	821.6	875.3	982.33	786.25	852.68	1001.9	362	508.5	558	915.33
YOR029W	1.92	0.23	2.21	1.92	17	4	13	4.08	2.73	1.1	0.53	1.67	5.06	2.64	0.04	1.49	9.62	4.5	10	3.17	0	0	1	0.08
YOL042W	264.25	203.06	320.83	249.5	412.55	263.04	387.17	228.83	297	294.33	336.64	248.67	228.33	553.42	186.62	188.77	359.08	314	297.63	311	146.08	201.61	134.67	248
YOR316C	1310.23	877.99	1216.28	1072.08	1973.31	1876.67	2050.3	1844	1529.11	1174.5	1712.83	959.5	743.5	1746.7	675.12	748.69	1563.17	1268	1645.62	2218.69	501.5	836.5	502.07	758.5
YOR326W	3732.52	4214.9	3656.58	5480.37	4892	3898.55	4202.02	3517.45	3628.42	4328	4270.1	3309.92	2825.9	6572.22	5183.06	5103.57	4429.49	4022.87	4385.96	5981.77	1463.88	2251.33	2105.75	3537.37
YOR293C-A	0	0	0.5	0.5	1	0	0	0	0	1	1.5	0	0	2	0	0	0	0	0	0.25	0	0	0	0
YOL036W	2025	2563.57	1911	3211.46	3870.14	3667.09	3557.27	3386.97	2476.6	3166.45	2859.84	2540.92	1329.75	3386.78	2748.71	2678.98	3630.18	2827.96	3590.16	4305.94	1006.31	1385.58	1351.77	1998.25
YOR072W-B	0.06	0	0	0	1.5	0	1	0	0.25	0.5	0	0	0.5	0.1	0.17	0.17	0	0	0.5	0.5	0.5	0	0	0
YOR332W	1674	1281.22	1683.25	1698.75	3011.5	2244	2479.42	1804.88	1834.42	1857.25	1859.42	1472.75	1674.58	4022.21	1629.23	1749.97	3224.71	2698.17	2548.32	2297.07	1042.58	1623.08	1124.25	1996.2
YOL002C	415	157.98	374.25	188	549.5	255.42	488.23	223.25	449	173	419	117	615.5	1424.75	133.25	169.59	1009.67	953.52	333.38	364.75	397	649	107.5	188
YOR193W	342	643.6	396.93	742	212.5	138.75	192.17	160.43	385.25	327.07	354	195.82	211.66	555.31	339.13	419.67	189.9	140.17	130.8	138.2	124.27	181.14	74.1	141.32
YOR243C	1007.62	390.5	1051.08	490.75	1608.92	1116.75	1320.6	840	988.25	639.13	1023.5	465.5	826.5	2320.79	438.25	441.4	1607	1609.42	1378.4	1786.35	477.5	741	344	602.56
YOR126C	125	199	137	258	212.5	228	213	195	127	389.5	146	244	68.06	216.25	177.75	201.5	168	161	198.17	268	49	69.75	163	317.25
YOR070C	1039.25	1019.5	969.58	1287.75	1485	1099	1416.25	1017.17	1073.06	1134.11	1269.11	914	587.73	1416.1	831.04	876	1259.22	1107.05	1112.25	1459.14	452.83	646.6	505.5	830.25
YOR328W	406.76	524.91	502	781.05	741.83	863.81	680.41	725.32	627.75	799.2	554.4	616.29	285.35	728.96	541.46	590.11	583.81	528.95	733.95	975.38	201.55	270.98	321.5	532.71
YOL056W	151	61.1	168.31	105.32	211.38	128	198.17	111.25	132.5	96.25	163.1	70	115	338.42	71	83.31	201	173.33	114.17	131	58.33	79.5	45.88	79
YOR098C	2428.33	1515.22	2447.9	1867.46	4622.93	4020.2	4130.5	3566.5	2879.5	2479.32	3289.83	1680	1577.72	4238.31	1295	1498	3994.58	3827.08	4209	5503.17	1274.58	1663.86	979.83	1648.5
YOL110W	52.61	62.48	44.12	83.93	84.93	87.86	76.47	66.16	66.95	74.39	51.53	75.35	34.76	113.02	60.34	85.17	86.3	80.65	131.46	142.08	26.76	33.51	48.55	91.26
YOR213C	212.08	209.1	226.25	283.1	319	291	264.5	239	196.25	310.17	221.5	244.25	176.07	438	218.81	222.67	374	274.2	294	322.45	125.08	159	167	288.38
YOR253W	255.5	171	267.92	235.08	445.54	315.25	449.56	332.25	308.5	278.05	343.75	195	251.5	646.5	213.19	242.39	478	406.88	374.75	450.08	177.56	210	159	276.75
YOR008C-A	3	0	2	0	3	0	2	2.5	3.5	3	5	0	0	2	0	0	2	2	0	0.25	2	1	1	0
YOL113W	181.15	457.77	244.79	653.41	449	610.9	437.29	514.01	256.22	533.28	303.46	393.86	176.94	425.61	603.67	605.24	527.17	375.58	692.55	918.25	87.83	152.25	274.54	445.08
YOR060C	82	65.5	88.5	78	126	106	123.75	94.5	88	92	95	80.25	78	158.6	45	54	137.5	120	126	169	45	75.5	38	52
YOL076W	1031.18	798.21	1005.67	925.97	1518.22	1175.75	1367.52	1006.97	954.41	971.5	1309.74	638.69	614.07	1571.19	555.15	649.71	1216.25	1137.22	1051.25	1355.73	360.16	639.62	393.25	580.2
YOR186C-A	3	2	1	3	5	3	3	3	4	3	3	3	1	3	2.04	7.12	3	4	2	5.08	1	0	4	0
YOR381W	206.07	79.11	185.24	118.97	286.12	239.57	243.1	223	203	174.5	221.26	144.23	126.5	329.17	60	59.03	197	237.5	261.17	306.25	87.17	127	66.75	139.05
YOR113W	915.92	849.67	930.41	1033.54	1757.2	1334.47	1538.63	1144.72	1077.06	1264.78	1264.09	941.35	674.14	1736.51	876.76	950.83	1714.7	1563.52	1585.33	2238.96	491.47	716.09	645.18	1045.76
YOR273C	1415.22	510.66	1634.65	598.17	2810.17	1844.75	2667.12	1851.5	2190.15	1065.97	1935.58	835	703.58	2125.5	423	437.89	1785.67	1310.86	1612.02	2403.59	617	960	461.06	768
tN(GUU)O1	1.1	0	2.25	3.06	2	2	5	0	3.11	1.1	0	0	2	6.1	0.08	2.19	1	1	3.08	6	0	1	0	2
YOR161W-A	30	40.5	33	28	69	64	60	62	61.5	47	45.5	39	22.5	76.08	25	22	59	60	63	87	18	27	19	40
YOL147C	446.17	306.75	444	400.5	930.25	1183.67	971	1080.83	521.6	617.5	595	558	284	689.58	250	336	973.58	751.5	1136.92	1307.92	333	423	400.3	584
YOR338W	169.5	140.64	286.68	173.53	523	459.84	491.75	430.12	322.75	322.16	205	243.23	58.05	223.2	91.69	102.82	213	179	271.46	459.01	85.16	85.61	114.07	171.47
YOR178C	1750.6	758.34	1543.07	1096.65	2874.5	1501.25	2925.33	1464.25	1958.33	1154.06	2228.32	1042.33	647	1774.63	539.5	593	1912.27	1396.67	1233.5	1883.44	584.12	877.14	486.5	622
YOR188W	1411.33	1991.83	1231.74	2282.62	1629.99	1449.3	1488.45	1386.99	1375.52	1842.4	1690.71	1308.7	850.97	2428.85	1703.56	1779.67	1537.58	1325.23	1627.8	2152.86	615.27	887.63	869.91	1455.35
YOL159C	104	138.25	107.83	233	174.57	174	173	127	117	184	108	154	78.17	205	173	191	154	130	141.5	143.25	62	74	109	182
YOR382W	220	272.04	211	305	436.31	471.5	514.53	566	250	289.12	251.25	200	66.5	217	146	200.5	251.33	149	318	331.5	80.33	108.5	119	175.83
YOL071W	49.25	39.25	47	62.5	101.5	108.55	91	73.56	60.5	67	58.38	38	27.25	95.12	43.5	36.75	80.15	67.24	87.61	108.36	27	33	28.15	71.36
YOR363C	513.43	513.1	549.46	610.03	1055.39	908.06	949.31	759.38	614.5	653.08	765.85	537.25	438.75	995	503	472.21	952.5	839.81	1007.72	1307.5	302.06	394.75	341.08	539.06
YOR069W	369.1	310.18	409.5	494.62	628.91	462.88	508.48	365.76	420.49	435.73	493.29	313.43	294.24	748.52	396.41	412.33	600.13	569.3	473.55	575.6	211.03	253.41	207.7	354.87
YOR075W	186.5	154.67	198.83	214.71	223.92	177.5	235.33	169.71	161.65	197.75	199.48	126.5	138	360	178.25	173.5	300.3	238.77	220.01	232.15	60.53	133.25	82.38	140.05
YOR124C	2582.96	2218.1	2547.35	2734.42	4858	3912	4147.42	3542.63	2918.75	2939.33	3373	2096.5	1730.75	3916.1	1819.93	1919.5	3810.96	3136.35	3452.83	4297.99	1104.67	1550.75	1190	1875.72
YOR008W-B	17	10.04	19.13	23	41	43	40	21	18.23	29	12	14	15	42.07	17.07	8	46.07	63.33	55.57	105	8	12	10	13.5
snR31	1428.5	991	1371.83	1348.33	1973.75	1630.62	1674.75	1432	1444	1325.08	1260.33	1270.58	1382.5	2298.11	1077.71	1457.82	1544.5	1810	1602.27	1373.92	952.67	1037	911.5	1326.88
YOL025W	418.9	331.54	406.5	456.22	642.56	556.55	627.7	518.18	425.43	539.22	563.19	379.6	261.34	696.24	283.43	312.14	530.09	472.24	492.65	619.35	165.52	264.44	208.38	332.24
YOR057W	472.5	359.76	457.42	440	754.01	574.16	646	473.25	425.67	527.53	582.02	398.1	281.38	759.37	334.93	345.11	645.52	536.99	480.11	571.09	166.32	240.67	208.03	339.14
YOR265W	138.83	113	164.75	171.5	287	226	265	207	164	145	221.75	117.12	192	498.87	231.5	191.25	374	311.67	306.83	329.75	97.5	155	105.88	208.79
YOL127W	6159.48	3281.33	6391.98	3508.61	8556.74	6261.58	8292.06	6043.06	7007.94	4687.67	6969.63	3552.71	6219.17	11515.01	3283.55	3168.09	9170.08	8194.66	6807.08	7074.95	4944.19	6019.51	3308.22	4694.66
YOR107W	293.5	123.25	376.31	144	558.99	373.86	615.75	381	384.08	367.65	376.43	263	87	460.79	130.08	140.9	277.6	181.56	393.94	535.7	150.25	149.99	179.47	255.85
YOL142W	323.12	264.97	307.32	273.86	420.1	337.34	393	269.74	296.72	259.59	287.17	222.17	212.47	572.4	215.67	190.92	393.5	330	312.34	310.59	144.33	219.5	159.41	282.58
YOR239W	1611.33	1246.23	1726.33	1594.88	2273.68	1650	2071.44	1496.36	1742.36	1487.82	1880.03	1057.97	1228.89	3076.45	1274.58	1215.25	2002.65	1971.79	1590.08	2477	740.5	1060.74	610.6	1069.03
YOL091W	27.92	16.16	30.5	24.67	68.14	67.3	67.67	56.5	23.31	33.21	47.43	24.25	15.06	50.24	12.36	15.92	48.6	38.3	88	118.81	7.39	15.25	8.17	20.05
YOR317W	2309.64	1468.51	2531.27	1956.17	5119.23	4531.58	4441.12	3928.6	3099.31	3207.6	3267.62	2600.95	1338.38	3575.15	1333.3	1335.55	3412.33	2837.04	3836.41	4510.65	1006.6	1460.82	1458.29	2242.5
YOR370C	1748	1203.5	1777.46	1552	2854.75	2328.62	2621.25	2047	1918.83	1808	2365.25	1412	1143	2775.67	891.5	986.42	2371.83	2096.83	2204.5	2859.5	791	1174	739.77	1289
tM(CAU)O1	5.75	14.25	3.75	20.75	1	1.25	1	2.75	7.25	4	3.5	4.25	6	10.75	10.25	5.25	2.75	0	0	1	1	3	2.5	0.5
YOR211C	495.43	444.24	586.33	562.21	970.56	899	847.93	762.8	605.94	595.26	724.57	410.1	397.57	963.47	425.61	446.35	864.9	925.49	926.47	1554.6	260.07	384.74	224.48	417.21
YOR191W	1311.05	1018.49	1351.27	1480.6	2439.63	1965.8	2169.49	1736.52	1515.48	1499.5	1689.27	1063.29	1095.29	2444.19	1040.54	1143.65	2227.85	2204.43	2085.8	2866.68	613.02	889.1	605.73	1008.26
YOL064C	710.06	545	678	761	1220.5	941	1056.25	868.17	776.17	905	940	716	539	1464.5	484	546.5	1205.88	1025.44	855.5	986.67	386.25	526.75	429	743.96
tT(AGU)O1	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL049W	2233.47	1788.8	2125.93	2066.33	3403.58	2728.89	3094.55	2594.13	2364.66	2201.79	2917.35	1699.49	1317.5	3149.91	1166.76	1353.42	2806.4	2547.71	2273.05	3290.12	1004.26	1365.17	896.03	1345.07
YOL043C	108.17	85	101.75	121	186	156	144.75	140	128.22	129.06	123.12	104	109	245.17	105	75.21	205.5	177.17	157.33	188	53	74	59	81
YOR043W	745.42	485.99	721.56	627.59	1237.85	1000.93	1147.75	969.33	785.67	751.49	910.23	539.33	553.83	1357.07	429.17	463.09	1318.08	1249.75	1218.56	1549.62	368.08	565.69	317.05	553.56
YOR331C	1.05	0.21	1	0.25	3	0	2	0	2	1.25	0	2.06	1	4.5	0.5	1.17	2.5	0.25	0	2.33	0	1	0	0.21
YOR309C	334.5	125	341	135.5	469.5	257	400	283.5	305.06	166	334.5	116.5	207	598.5	104	131	441.67	405.33	380	356.07	147	209	96.5	165.5
YOR104W	98.67	211.48	90.17	268.11	151.17	136.54	143.67	147.46	104.17	244.33	96.29	205.5	54.12	162.6	191.08	224.03	133.25	134	175.4	248.31	35.83	44.5	131.97	202.35
YOL114C	16.1	58.5	14	99	23	12	20.75	22.25	23	60.25	19	44	12	21	57	53	20	19	19	24	3	15	28.5	55.83
YOR300W	24.05	27.75	23.5	36.54	80.5	61	64.5	50.67	33	50.05	34	36.5	18	59	42.59	25	57.5	48.5	57.17	90.5	9.5	21.5	21	31.21
YOR220W	881.27	2635.04	836.47	3250.02	1144.78	942	1105	874.92	1022.67	2747.88	937.5	2046	524.42	1482.21	2445.17	2549.64	734.75	440.58	560.5	550.83	300.55	476	1411.25	2077.33
YOR378W	24	26.1	9	20.2	23.27	21.5	17.22	25.77	22.94	29	21.5	17.33	7.6	33.75	19.07	27	17.5	20	26	21	5	11	7	17.75
YOL059W	3581.2	1442.3	3881.59	1543.03	6464.08	2564.45	5835.12	2540.92	4369.21	1860.83	4507.4	1475.23	2269.17	5808.79	884.05	1004.16	6231.33	5106.95	2257.38	2741.29	2349.62	3420.45	757.39	1435.67
YOR386W	311.97	279.1	337.5	380	545	368.5	505.25	313	351.33	325.5	406	243	228.67	530.63	198.07	218	409	345.33	320.67	463.08	129.05	196	135.98	178.67
YOL027C	1037.55	833.44	1252.12	1138.17	2074.5	1946.94	1831.57	1655.75	1181.25	1194.63	1358	885	784	2207.67	933	927	1779.58	1745.25	2175.58	2647	684.5	700.17	635.5	1068.5
snR62	30	15	31	17	39	30	36	32	36	20	40.25	7	20	51	26	25	37	37	45	43	11	13	25	34
snR17a	7395.21	6692.63	7324.36	6975.92	9449.8	8167.29	8547.76	7999.75	8045.86	7550.35	7234.27	7218.5	7506.3	10785.36	5885.83	7428.16	7916.56	9198.05	8453.47	8215.09	5965.68	6420.13	6350.43	7735.43
YOL155C	273.55	89	241.35	121.1	2554.17	2247	2283.75	1732.42	529.25	193.72	466.67	124.5	145	395.46	62.5	156.5	1786.12	2225.29	1883.58	3126.96	163.38	203.62	69.5	80
